input_data	output_labels
[[0.672396, 0.387037, 0.101042, 0.153704], [0.733333, 0.588889, 0.13125, 0.427778], [0.530469, 0.67963, 0.289062, 0.640741]]	(2822.480869867238, 1461.55350713172, 194.00063999999998, 745.0002, 229.40019999999993, -252.00011999999998, 578.9998800000001)
[[0.753906, 0.711111, 0.166146, 0.394444], [0.804167, 0.502778, 0.0625, 0.285185], [0.733333, 0.588889, 0.13125, 0.427778]]	(-2606.7181094170064, -982.3491130334712, 319.0003199999999, 462.39987999999994, -78.80012000000005, -636.4996400000001, -120.39964000000009)
[[0.509375, 0.834259, 0.355208, 0.331481], [0.530469, 0.67963, 0.289062, 0.640741]]	(2822.480869867238, 1461.55350713172, 681.9993599999998, 358.00001999999995, -157.59998000000007, -830.99946, 0.0005400000000008731)
[[0.23099, 0.768981, 0.460938, 0.460185], [0.120052, 0.718519, 0.104688, 0.488889], [0.058073, 0.675, 0.110937, 0.635185]]	(2959.3894820968544, 3052.2383506950955, 885.0009600000001, 498.00041999999996, -278.49958000000004, -344.39937999999995, 1.0006200000000263)
[[0.56224, 0.427315, 0.016146, 0.036111]]	(-5080.876034913651, -2554.6996579535667, 31.000319999999874, 634.99974, -149.70026000000001, 358.69986000000006, 595.99986)
[[0.582031, 0.432407, 0.017188, 0.031481]]	(-5080.876034913651, -2554.6996579535667, 33.00096000000008, 627.00018, -157.69982, 355.7007000000001, 593.0007)
[[0.15, 0.447222, 0.053125, 0.103704], [0.153125, 0.628704, 0.101042, 0.422222]]	(759.0742128755825, 1224.098578932984, 101.99999999999997, 471.60040000000004, -37.2996, 59.90008, 536.00008)
[[0.490885, 0.47963, 0.030729, 0.12037], [0.475521, 0.438426, 0.036458, 0.126852]]	(-5080.876034913651, -2554.6996579535667, 58.99968000000001, 623.9993999999999, -160.7006, 256.6998, 493.99979999999994)
[[0.180729, 0.787963, 0.180208, 0.414815], [0.153125, 0.628704, 0.101042, 0.422222]]	(759.0742128755825, 1224.098578932984, 345.99936, 271.60006, -237.29994000000005, -476.1001399999999, -0.00013999999987390765)
[[0.736719, 0.871759, 0.511979, 0.252778], [0.676042, 0.735185, 0.142708, 0.524074]]	(-5080.876034913651, -2554.6996579535667, 982.99968, 272.0004, -512.6995999999999, -238.2998399999999, -0.9998399999999492)
[[0.498177, 0.858796, 0.458854, 0.273148], [0.417708, 0.781944, 0.2625, 0.432407]]	(-1845.4454083339924, -1167.1752343756082, 880.9996799999999, 300.00023999999996, -191.99976000000004, -433.4995999999999, 5.000400000000127)
[[0.857552, 0.780093, 0.284896, 0.439815], [0.947917, 0.710648, 0.104167, 0.578704]]	(-40224.54216715514, -15611.102914508152, 547.0003200000001, 474.99965999999995, 96.89965999999993, -669.70054, -0.0005400000000008731)
[[0.320052, 0.503241, 0.042188, 0.113889], [0.32474, 0.470833, 0.027604, 0.106481], [0.317708, 0.471296, 0.039583, 0.112963]]	(-916.3411189196638, -737.9693743971338, 81.00095999999996, 122.99977999999993, -32.00022000000007, -155.00034000000005, -0.0003400000000510772)
[[0.647656, 0.405556, 0.008854, 0.02037]]	(-4689.559185541066, -1780.8227407915808, 16.9996799999999, 161.99931999999995, -15.000680000000045, -37.00028000000003, 139.99971999999997)
[[0.6625, 0.488889, 0.048958, 0.112963], [0.664583, 0.452315, 0.034375, 0.141667]]	(-4689.559185541066, -1780.8227407915808, 93.99936000000002, 121.99990000000003, -55.000099999999975, -177.00014, -0.0001399999999875945)
[[0.898177, 0.796296, 0.203646, 0.407407], [0.839583, 0.595833, 0.086458, 0.380556], [0.901042, 0.646296, 0.128125, 0.468519]]	(9816.943753111, 3875.6475858636136, 391.0003200000001, 439.0001000000001, -202.9998999999999, -642.99946, -0.9994599999999991)
[[0.227083, 0.798148, 0.24375, 0.403704], [0.210938, 0.735648, 0.080208, 0.528704], [0.28125, 0.7375, 0.13125, 0.525]]	(1843.111645184504, 1920.1408692047155, 468.0, 409.30032000000006, -19.799679999999853, -751.6, 0.0)
[[0.20599, 0.781481, 0.370312, 0.433333], [0.166927, 0.674537, 0.242188, 0.647222]]	(710.6559563324039, 587.214016861449, 710.9990399999999, 470.00034000000005, -24.799659999999903, -918.7992999999999, 2.0007000000000517)
[[0.384635, 0.442593, 0.070312, 0.096296], [0.388021, 0.4125, 0.042708, 0.128704], [0.339844, 0.715278, 0.349479, 0.569444]]	(-676.9656151804567, -403.23604034661986, 134.99904000000004, 103.99940000000004, -87.70059999999995, -101.00028000000009, -0.0002800000000888758)
[[0.478646, 0.812963, 0.233333, 0.374074], [0.339844, 0.715278, 0.349479, 0.569444]]	(-4721.754122454567, -3871.797070227946, 447.99936, 403.99992, -373.60008000000005, -285.5, 0.0)
[[0.692187, 0.910648, 0.264583, 0.175], [0.678906, 0.718981, 0.153646, 0.55463]]	(8074.814694488734, 4493.286997956828, 507.99936, 188.00016000000005, -588.3998399999999, -399.09984, -0.9998399999999492)
[[0.328646, 0.862963, 0.215625, 0.268519], [0.50026, 0.712037, 0.250521, 0.566667]]	(12199.621405608754, 6788.389687856947, 414.0, 290.0002199999999, -54.59978000000012, -801.9002999999999, -0.00029999999992469384)
[[0.844792, 0.788889, 0.308333, 0.422222], [0.94401, 0.715278, 0.108854, 0.562037]]	(-30198.415944178974, -10857.574366582807, 591.9993599999998, 455.99976000000015, 215.49976000000015, -780.8, 0.0)
[[0.743229, 0.774537, 0.191667, 0.450926], [0.736198, 0.70787, 0.156771, 0.556481]]	(9393.0774469433, 4498.298727695069, 368.00064, 487.0000799999999, -129.9999200000001, -617.0, 0.0)
[[0.482031, 0.781481, 0.172396, 0.437037], [0.477865, 0.715741, 0.170313, 0.562963]]	(5223.662322836341, 3701.488077801232, 331.0003199999999, 471.0005, -137.9995, -609.99946, -0.9994599999999991)
[[0.77526, 0.803241, 0.198437, 0.391667], [0.761979, 0.723611, 0.20625, 0.549074]]	(10686.840373062374, 4912.141168508492, 380.9990399999999, 422.9999, -186.00009999999997, -609.00046, -0.00045999999997548)
[[0.397917, 0.897685, 0.221875, 0.20463], [0.522135, 0.736111, 0.379688, 0.527778]]	(-9330.814095198433, -4826.451615643424, 425.9999999999999, 221.00040000000013, -15.599599999999896, -776.9, 0.0)
[[0.246875, 0.584259, 0.089583, 0.211111], [0.260937, 0.540741, 0.048958, 0.262963]]	(-476.64428319672083, -475.96390952100063, 171.99935999999997, 227.00022, -53.49977999999999, -316.19965999999994, -54.49965999999995)
[[0.651302, 0.496296, 0.047396, 0.101852], [0.653385, 0.453704, 0.070312, 0.17037]]	(-4803.060659210851, -1831.3251654234764, 91.00031999999987, 109.00039999999996, -108.09960000000007, -175.89976000000001, -0.9997600000000375)
[[0.867969, 0.902778, 0.264062, 0.192593], [0.904427, 0.718981, 0.190104, 0.562037]]	(26783.682675481235, 10360.542251604124, 506.99904000000015, 207.99998000000005, -278.50001999999995, -672.60046, -0.00045999999997548)
[[0.744792, 0.395833, 0.03125, 0.082407]]	(-8511.023554976098, -2345.052411994785, 60.0, 88.00013999999999, -49.99986000000001, -138.99942, -0.9994199999999864)
[[0.902604, 0.412963, 0.029167, 0.118519], [0.926562, 0.675463, 0.136458, 0.641667]]	(-9827.256774656109, -2349.8283454999823, 56.00063999999975, 128.00022, 13.000220000000013, -167.80030000000005, -0.0003000000000383807)
[[0.915104, 0.762037, 0.16875, 0.475926], [0.926562, 0.675463, 0.136458, 0.641667]]	(12045.34337994877, 4219.010262069647, 323.9999999999998, 514.00008, -48.69992000000002, -816.4, 0.0)
[[0.325521, 0.771759, 0.383333, 0.456481], [0.282031, 0.647222, 0.240104, 0.694444]]	(789.4159737309171, 567.7586842160432, 735.99936, 416.4000199999999, -267.29998000000006, -744.29946, 0.0005400000000008731)
[[0.253125, 0.808333, 0.280208, 0.383333], [0.11875, 0.6875, 0.130208, 0.599074], [0.24349, 0.708796, 0.204687, 0.560185]]	(1742.5795458301657, 1857.8430348505383, 537.99936, 414.00018, -257.99982, -523.99946, 0.0005400000000008731)
[[0.383594, 0.548148, 0.020313, 0.027778]]	(-1015.9952606635071, -894.3522906793049, 39.000959999999964, 145.0002800000001, -4.999719999999911, -34.99995999999999, 115.00004000000001)
[[0.366927, 0.621296, 0.033854, 0.096296], [0.340104, 0.655093, 0.064583, 0.228704]]	(-1015.9952606635071, -894.3522906793049, 64.99968000000001, 103.00016000000005, -46.99983999999995, -150.99951999999996, -0.9995199999999613)
[[0.341927, 0.72037, 0.066146, 0.194444], [0.340104, 0.655093, 0.064583, 0.228704]]	(-1258.0006033182503, -1285.8787330316743, 127.0003200000001, 209.00016000000005, -78.99983999999995, -288.99936, -0.9993600000000242)
[[0.233073, 0.691204, 0.061979, 0.160185], [0.239844, 0.638889, 0.042188, 0.161111]]	(-445.98143015101255, -632.8353099771285, 118.99967999999996, 172.99957999999992, -57.00042000000008, -230.00022, -0.00022000000001298758)
[[0.263542, 0.577315, 0.033333, 0.041667], [0.239844, 0.638889, 0.042188, 0.161111]]	(-445.98143015101255, -632.8353099771285, 63.99935999999997, 231.99997999999994, 1.9999799999999368, -43.00037999999995, 186.99962000000005)
[[0.192969, 0.586574, 0.043229, 0.049074]]	(-445.98143015101255, -632.8353099771285, 82.99968000000007, 226.00004, -3.9999599999999873, -56.999880000000076, 173.00011999999992)
[[0.164323, 0.897222, 0.136979, 0.2], [0.061458, 0.800463, 0.121875, 0.399074]]	(-76.95385239993513, -168.9110685389294, 262.9996799999999, 215.00023999999996, -290.1997600000001, -199.69975999999997, -0.9997599999999238)
[[0.955469, 0.658796, 0.084896, 0.158333], [0.956771, 0.628704, 0.034375, 0.190741], [0.967448, 0.638426, 0.034896, 0.15463]]	(-18443.42902837726, -6840.319728538147, 163.00032000000033, 145.00014, -94.39985999999999, -170.29950000000008, -0.9995000000001255)
[[0.424479, 0.62037, 0.025, 0.098148], [0.418229, 0.593519, 0.03125, 0.112963]]	(-1305.1404958677685, -1000.1432506887053, 48.0, 105.00031999999999, -46.99968000000001, -152.99951999999996, -0.9995199999999613)
[[0.390885, 0.868056, 0.184896, 0.263889], [0.374479, 0.80787, 0.101042, 0.384259]]	(-1353.478964107224, -1273.1754656974103, 355.0003200000001, 284.9995799999999, -131.00042000000008, -416.00054, -0.0005400000000008731)
[[0.586458, 0.845833, 0.128125, 0.306481], [0.583594, 0.794444, 0.086979, 0.411111]]	(-4905.942025284127, -3368.9040990933468, 246.0, 331.0001000000001, -112.99989999999991, -443.99938, 0.0006200000000262662)
[[0.797917, 0.901389, 0.198958, 0.197222], [0.85, 0.786111, 0.103125, 0.427778]]	(-6969.473805738875, -2965.9928919536706, 381.9993599999998, 212.99976000000004, -40.00023999999996, -627.1, 0.0)
[[0.802344, 0.647685, 0.042188, 0.143519], [0.801302, 0.61713, 0.057813, 0.156481]]	(-5681.353644553645, -2450.850778050778, 81.00095999999985, 155.00045999999998, -40.999540000000025, -196.00005999999996, -5.99999999622014e-05)
[[0.747917, 0.698611, 0.066667, 0.167593], [0.801302, 0.61713, 0.057813, 0.156481], [0.759375, 0.642593, 0.044792, 0.181481], [0.730208, 0.644444, 0.052083, 0.190741]]	(-4986.673305904471, -2425.9036129805727, 128.00063999999998, 181.00033999999994, -69.99966000000006, -251.00009999999986, -9.999999986121111e-05)
[[0.688542, 0.671296, 0.05625, 0.148148], [0.695573, 0.637037, 0.035937, 0.137037], [0.730208, 0.644444, 0.052083, 0.190741], [0.669531, 0.640741, 0.038021, 0.153704]]	(-2576.175501726055, -1344.0503261950735, 108.0, 159.00023999999996, -31.999760000000038, -191.9996, -0.9995999999999867)
[[0.964583, 0.839815, 0.06875, 0.288889], [0.963542, 0.683796, 0.058333, 0.382407], [0.973958, 0.74213, 0.052083, 0.408333]]	(3155.7459300835144, 1294.6270109332518, 132.00000000000023, 201.49986, -114.30013999999994, -570.00026, 16.999739999999974)
[[0.354687, 0.875, 0.415625, 0.25], [0.352344, 0.780556, 0.208854, 0.435185]]	(-2050.059187058542, -1428.5343558966006, 798.0, 270.0, 0.8999999999999773, -647.4, 0.0)
[[0.589063, 0.713889, 0.082292, 0.237037], [0.597135, 0.665741, 0.071354, 0.290741]]	(-5012.401999066043, -3009.096823551621, 158.00063999999998, 255.99986, -88.00013999999999, -344.0001, -9.999999997489795e-05)
[[0.745833, 0.850926, 0.234375, 0.298148], [0.760677, 0.773148, 0.122396, 0.453704]]	(-8422.097099588455, -3952.184676196314, 450.0, 321.99984000000006, -16.80015999999989, -615.7, 0.0)
[[0.752604, 0.571759, 0.019792, 0.047222], [0.7375, 0.72037, 0.078125, 0.342593]]	(-1077.6411621078528, -510.8006225651687, 38.0006400000002, 444.40016000000014, 72.10016000000007, -109.39960000000008, 250.80039999999985)
[[0.73776, 0.760185, 0.113021, 0.32963], [0.71224, 0.6, 0.035937, 0.146296], [0.7375, 0.72037, 0.078125, 0.342593]]	(-1077.6411621078528, -510.8006225651687, 217.0003200000001, 393.4004000000001, 21.100400000000036, -465.4, -105.20000000000005)
[[0.289583, 0.843519, 0.280208, 0.312963], [0.320312, 0.78287, 0.063542, 0.426852], [0.290885, 0.777315, 0.083854, 0.441667], [0.209896, 0.785648, 0.113542, 0.421296]]	(-2332.7453611684505, -2232.68349683982, 537.99936, 337.9995, -58.60050000000001, -584.70054, -0.0005400000000008731)
[[0.630208, 0.711111, 0.090625, 0.211111], [0.59375, 0.651389, 0.128125, 0.432407], [0.552865, 0.731019, 0.075521, 0.293519], [0.473438, 0.759722, 0.277083, 0.473148]]	(-1924.0625833123609, -965.0426351126921, 174.0, 402.00005999999996, -25.399940000000015, -485.09982000000014, 19.000179999999887)
[[0.61875, 0.897685, 0.251042, 0.20463], [0.59375, 0.651389, 0.128125, 0.432407], [0.552865, 0.731019, 0.075521, 0.293519], [0.473438, 0.759722, 0.277083, 0.473148], [0.435677, 0.688889, 0.282813, 0.62037]]	(1785.4395916738456, 1157.9436038861027, 482.0006400000001, 221.00040000000013, -700.8995999999999, -310.6, 0.0)
[[0.034635, 0.440278, 0.032813, 0.060185]]	(-16.916248302863817, -75.13770484039026, 63.00096000000001, 64.99966, -36.000339999999994, -101.00014000000004, -0.0001400000000444379)
[[0.446354, 0.689815, 0.172917, 0.292593], [0.441146, 0.620833, 0.06875, 0.365741], [0.490625, 0.617593, 0.072917, 0.383333]]	(3385.614694153274, 2005.032373328516, 332.00063999999986, 246.50001999999995, 35.700019999999995, -624.8004199999998, 23.199580000000196)
[[0.532292, 0.812963, 0.229167, 0.374074], [0.441146, 0.620833, 0.06875, 0.365741], [0.490625, 0.617593, 0.072917, 0.383333], [0.646354, 0.746759, 0.134375, 0.506481]]	(11522.544518579933, 4302.265580938719, 440.00063999999986, 403.99992, 147.29991999999993, -914.0, 0.0)
[[0.052604, 0.708796, 0.105208, 0.339815], [0.041406, 0.547222, 0.078646, 0.298148], [0.206771, 0.731481, 0.252083, 0.527778]]	(222.270612958569, 937.0517876597621, 201.99936, 285.8004199999999, -202.89958000000001, -450.49978, 29.300219999999968)
[[0.216146, 0.812037, 0.290625, 0.372222], [0.206771, 0.731481, 0.252083, 0.527778]]	(3935.856554367715, 4097.115361707654, 558.0, 403.99992, -1.5000800000000254, -722.49984, 2.000160000000051)
[[0.934375, 0.93287, 0.130208, 0.128704]]	(-857.8048803400737, -450.14630451631086, 249.99936000000002, 138.00055999999995, -0.9994400000000496, -139.99975999999992, -0.9997599999999238)
[[0.533333, 0.583333, 0.017708, 0.055556], [0.554948, 0.571296, 0.033854, 0.112963]]	(-52198.14731545323, -29740.25855146885, 33.999360000000024, 81.70060000000001, -45.99940000000004, -105.99987999999996, 52.00012000000004)
[[0.558073, 0.613889, 0.036979, 0.090741], [0.554948, 0.571296, 0.033854, 0.112963], [0.62474, 0.718519, 0.131771, 0.35]]	(-52198.14731545323, -29740.25855146885, 70.99968000000013, 67.70002, -59.99998000000005, -158.00026000000003, -0.00026000000002568413)
[[0.83099, 0.889352, 0.179688, 0.215741], [0.84974, 0.771759, 0.206771, 0.456481]]	(-11210.947759177334, -4493.589796065165, 345.0009600000003, 232.99997999999994, 2.399979999999914, -690.4002999999999, -0.00029999999992469384)
[[0.634375, 0.803704, 0.1125, 0.32037], [0.62474, 0.718519, 0.131771, 0.35]]	(1949.2915673391942, 1206.8425602709926, 216.0, 221.1994800000001, -54.10051999999996, -499.9001199999999, 38.999880000000076)
[[0.180729, 0.827315, 0.185417, 0.34537], [0.196094, 0.733796, 0.091146, 0.386111], [0.126042, 0.736111, 0.077083, 0.390741]]	(-301.7963346226442, -469.9220924639689, 356.00064, 372.9996, -131.20040000000006, -481.0, -105.10000000000002)
[[0.977604, 0.462963, 0.028125, 0.085185], [0.979167, 0.417593, 0.027083, 0.111111], [0.951562, 0.433796, 0.051042, 0.162037]]	(-4751.679511597268, -1202.7433187164775, 53.99999999999977, 129.99985999999996, -79.00014000000004, -170.99994000000004, 20.200060000000008)
[[0.954427, 0.474537, 0.050521, 0.134259], [0.979167, 0.417593, 0.027083, 0.111111], [0.951562, 0.433796, 0.051042, 0.162037], [0.91224, 0.506019, 0.054688, 0.239815]]	(-4751.679511597268, -1202.7433187164775, 97.0003200000001, 143.99990000000003, -65.00009999999997, -209.9998199999999, -18.79981999999984)
[[0.89401, 0.586574, 0.100521, 0.223148], [0.951562, 0.433796, 0.051042, 0.162037], [0.91224, 0.506019, 0.054688, 0.239815], [0.875, 0.515741, 0.061458, 0.259259]]	(-1269.0446204365896, -392.27725974898436, 193.0003200000001, 272.1, -125.0, -321.59984, -81.19984)
[[0.276042, 0.928241, 0.21875, 0.143519]]	(-350.4589677936038, -453.6411220761324, 419.99999999999994, 154.99997999999994, -504.6000200000001, -271.70054000000005, -0.0005400000000008731)
[[0.29375, 0.81713, 0.522917, 0.362037], [0.18125, 0.7125, 0.170833, 0.567593], [0.032031, 0.740741, 0.063021, 0.511111]]	(1695.703458566886, 1479.5060613334713, 1004.0006400000001, 390.9995799999999, -451.6004200000001, -304.20038, -0.00037999999995008693)
[[0.341927, 0.877778, 0.202604, 0.244444]]	(-1244.5340507821084, -1326.7376185618741, 388.99968000000007, 263.9995200000001, -387.2004799999999, -357.20000000000005, 0.0)
[[0.883594, 0.693981, 0.121354, 0.14537], [0.915885, 0.76713, 0.146354, 0.465741], [0.95, 0.776852, 0.096875, 0.446296]]	(-1439.1322970436743, -594.1481105003807, 232.9996799999999, 156.00032, -0.9996800000000121, -157.99928, -0.9992799999999988)
[[0.705469, 0.788426, 0.114062, 0.337963], [0.70026, 0.687963, 0.086979, 0.340741]]	(1700.066692150119, 963.6271003837699, 218.99903999999992, 233.09994000000006, -112.80005999999992, -477.7001, 40.999900000000025)
[[0.880469, 0.85787, 0.235937, 0.275], [0.915885, 0.76713, 0.146354, 0.465741], [0.95, 0.776852, 0.096875, 0.446296]]	(-14108.580523706436, -5688.291391757586, 452.99904000000015, 302.0004, -36.99959999999999, -607.9996000000001, 5.0003999999999)
[[0.35026, 0.679167, 0.043229, 0.150926], [0.35599, 0.627315, 0.045312, 0.189815]]	(-525.1519325559182, -481.46089615942196, 82.99968000000001, 198.59968000000003, -63.80031999999994, -255.30039999999985, -30.300399999999854)
[[0.284375, 0.666667, 0.046875, 0.07963], [0.277865, 0.602315, 0.057813, 0.149074], [0.238281, 0.737037, 0.100521, 0.394444]]	(-147.5964141657475, -178.02621466276165, 90.0, 159.09984000000009, -142.00015999999994, -102.60056000000009, -0.0005600000000640648)
[[0.25026, 0.82037, 0.154688, 0.35], [0.277865, 0.602315, 0.057813, 0.149074], [0.238281, 0.737037, 0.100521, 0.394444]]	(-475.7167212615684, -653.9739774982603, 297.00096, 383.0004, -192.2996, -437.79960000000005, -95.39960000000008)
[[0.371354, 0.580093, 0.120833, 0.221296], [0.316406, 0.452778, 0.034896, 0.172222], [0.364323, 0.509259, 0.084896, 0.257407]]	(2607.1180294973124, 1892.4478611754705, 231.9993599999999, 156.99939999999998, -127.30060000000003, -286.10028, -0.000279999999975189)
[[0.071354, 0.865278, 0.141667, 0.269444], [0.041406, 0.577778, 0.081771, 0.353704]]	(3216.182447743879, 10187.148166276906, 272.00064, 290.9995200000001, -401.10047999999995, -442.6, 0.0)
[[0.555729, 0.920833, 0.266667, 0.158333], [0.803646, 0.763889, 0.363542, 0.47037]]	(-2671.098886138998, -1001.1751632343386, 512.00064, 170.00018, 101.80017999999995, -719.69946, -0.9994599999999991)
[[0.595052, 0.460648, 0.026562, 0.047222], [0.570312, 0.566667, 0.092708, 0.266667]]	(1573.7856903587883, 904.7438996304307, 50.99903999999992, 284.60004000000004, -12.199959999999976, -68.59972000000005, 358.40027999999995)
[[0.395833, 0.457407, 0.008333, 0.024074], [0.377083, 0.494907, 0.044792, 0.137963]]	(-574.049699076211, -399.72738945984537, 15.999360000000138, 180.30039999999997, -24.899599999999964, -59.79952000000003, 106.10048)
[[0.423438, 0.581944, 0.071875, 0.199074], [0.377083, 0.494907, 0.044792, 0.137963], [0.428385, 0.526852, 0.049479, 0.181481]]	(-470.2260151972482, -305.7689385309888, 138.0, 246.10043999999994, -55.2995600000001, -264.99947999999995, -66.89947999999993)
[[0.578385, 0.655556, 0.095312, 0.281481], [0.55, 0.522685, 0.038542, 0.19537], [0.58151, 0.595833, 0.071354, 0.225], [0.570312, 0.566667, 0.092708, 0.266667]]	(1573.7856903587883, 904.7438996304307, 182.99904000000004, 200.59925999999996, -96.20074000000005, -405.60022000000004, 21.399779999999964)
[[0.37526, 0.527778, 0.046354, 0.142593], [0.377083, 0.494907, 0.044792, 0.137963]]	(-574.049699076211, -399.72738945984537, 88.99968000000001, 168.29997999999995, -36.900019999999984, -199.80046, -33.90045999999995)
[[0.511458, 0.480093, 0.020833, 0.076852]]	(-2683.8675545689975, -1314.1422493525713, 39.99936000000014, 82.99964, -44.00036, -127.00051999999994, -0.0005199999999376814)
[[0.628646, 0.471296, 0.05, 0.066667], [0.570312, 0.566667, 0.092708, 0.266667]]	(-2282.4993519047716, -817.0212450299672, 96.0, 85.00050000000005, 4.600500000000068, -152.9998599999999, 13.000140000000101)
[[0.681771, 0.461574, 0.020833, 0.058333]]	(-2282.4993519047716, -817.0212450299672, 39.99936000000025, 90.99990000000003, 10.599900000000048, -137.99973999999997, 28.000260000000026)
[[0.653646, 0.476389, 0.066667, 0.080556]]	(-2282.4993519047716, -817.0212450299672, 128.0006400000002, 87.00011999999998, 6.600120000000004, -166.00036, -0.0003600000000005821)
[[0.165625, 0.809722, 0.257292, 0.378704], [0.154167, 0.726852, 0.1875, 0.540741]]	(1905.0801964596153, 2752.5500319457533, 494.00064000000003, 410.0003999999999, -130.69960000000015, -644.7999199999999, 1.0000800000000254)
[[0.560417, 0.8, 0.313542, 0.394444], [0.578646, 0.706944, 0.238542, 0.580556]]	(3758.278748231002, 2200.283371667993, 602.00064, 380.39976, -223.40024000000005, -553.1997600000002, -0.9997600000001512)
[[0.560417, 0.8, 0.313542, 0.394444], [0.578646, 0.706944, 0.238542, 0.580556]]	(3758.278748231002, 2200.283371667993, 602.00064, 380.39976, -223.40024000000005, -553.1997600000002, -0.9997600000001512)
[[0.620313, 0.401389, 0.029167, 0.034259], [0.58724, 0.505556, 0.086979, 0.262963]]	(10908.898508898508, 5898.7229437229435, 56.000639999999976, 520.99974, -10.000259999999969, -46.999979999999994, 484.00002)
[[0.396354, 0.443056, 0.030208, 0.065741]]	(2911.9760538787727, 1788.6475430281866, 57.999360000000024, 634.99966, -37.000339999999994, -108.00062000000003, 563.99938)
[[0.659375, 0.418981, 0.045833, 0.056481]]	(10908.898508898508, 5898.7229437229435, 87.99936000000002, 514.00026, -16.999739999999974, -77.99921999999998, 453.00078)
[[0.61276, 0.69213, 0.064062, 0.328704], [0.58724, 0.505556, 0.086979, 0.262963], [0.523438, 0.687037, 0.185417, 0.622222]]	(10908.898508898508, 5898.7229437229435, 122.99904000000015, 365.9997599999999, -165.00024000000008, -520.00056, 10.99944000000005)
[[0.519271, 0.791667, 0.219792, 0.412963], [0.58724, 0.505556, 0.086979, 0.262963], [0.523438, 0.687037, 0.185417, 0.622222]]	(2911.9760538787727, 1788.6475430281866, 422.00063999999986, 445.99965999999995, -226.00034000000005, -672.00038, -0.00037999999995008693)
[[0.031771, 0.637037, 0.061458, 0.105556], [0.03099, 0.62963, 0.060937, 0.138889]]	(464.1335190717373, 789.0756198298774, 117.99936, 446.00028, -405.29972000000004, -37.40019999999993, 331.99980000000005)
[[0.138021, 0.835185, 0.273958, 0.322222], [0.121615, 0.709722, 0.118229, 0.576852]]	(464.1335190717373, 789.0756198298774, 525.99936, 349.00008, -502.29992, -368.3996799999999, 1.0003200000001016)
[[0.04974, 0.50463, 0.060937, 0.17037], [0.105469, 0.601852, 0.079687, 0.364815]]	(1634.5044903988837, 2984.756227928849, 116.99904000000001, 382.4994, -61.30060000000003, -99.50019999999995, 283.99980000000005)
[[0.15651, 0.498611, 0.036979, 0.091667], [0.105469, 0.601852, 0.079687, 0.364815]]	(1634.5044903988837, 2984.756227928849, 70.99967999999996, 346.5002999999999, -97.29970000000009, -50.50005999999996, 332.99994000000004)
[[0.124479, 0.675463, 0.161458, 0.356481], [0.105469, 0.601852, 0.079687, 0.364815]]	(1634.5044903988837, 2984.756227928849, 309.99936, 298.49969999999996, -145.30030000000005, -384.4997800000001, -0.9997800000001007)
[[0.445312, 0.819444, 0.352083, 0.361111], [0.398698, 0.707407, 0.130729, 0.585185]]	(3281.5490717591206, 2466.3651057301636, 675.9993600000001, 389.0004200000001, -424.79957999999993, -381.49946, -0.9994599999999991)
[[0.238542, 0.589815, 0.130208, 0.283333]]	(1634.5044903988837, 2984.756227928849, 249.99935999999997, 351.49962000000005, -92.30037999999996, -252.50002000000006, 130.99997999999994)
[[0.140625, 0.473611, 0.058333, 0.119444], [0.101562, 0.46713, 0.038542, 0.119444], [0.191667, 0.710185, 0.132292, 0.57963]]	(1181.395997897983, 1238.8817262061166, 111.99936, 632.9998800000001, 65.19988000000006, -306.8996400000001, 504.0003599999999)
[[0.227083, 0.80463, 0.23125, 0.390741], [0.191667, 0.710185, 0.132292, 0.57963]]	(1181.395997897983, 1238.8817262061166, 444.0, 421.9997400000001, -145.80025999999987, -810.90054, -0.0005400000000008731)
[[0.890365, 0.631019, 0.183854, 0.197222], [0.860938, 0.585185, 0.061458, 0.188889]]	(-15824.353284271452, -5895.924385719865, 352.9996800000001, 164.89936, -163.60064, -173.70040000000006, -0.0004000000000132786)
[[0.224479, 0.806944, 0.241667, 0.386111], [0.214583, 0.63287, 0.086458, 0.480556], [0.284635, 0.652315, 0.118229, 0.563889]]	(855.212637335809, 840.7884500936419, 464.00064, 318.00041999999996, -76.99958000000004, -853.29946, -0.9994599999999991)
[[0.403125, 0.821296, 0.511458, 0.353704], [0.359635, 0.70463, 0.130729, 0.585185]]	(1822.5960743196645, 912.2106859171529, 981.99936, 381.0004799999999, -84.0995200000001, -905.59984, -0.9998399999999492)
[[0.97474, 0.712037, 0.046354, 0.242593], [0.979167, 0.524537, 0.038542, 0.169444]]	(-41260.56321794921, -14645.350954704369, 88.99968000000013, 262.00026, -100.99973999999997, -437.0001800000001, -0.00018000000011397788)
[[0.448437, 0.788426, 0.1, 0.260185], [0.450781, 0.702778, 0.064062, 0.231481]]	(3085.74694705053, 2665.652841236067, 192.0, 201.59982000000014, -77.00017999999989, -357.99998000000005, 25.700019999999995)
[[0.820833, 0.906944, 0.155208, 0.182407], [0.895573, 0.784722, 0.140104, 0.430556]]	(-9248.883088585315, -3765.201391040222, 297.99936, 196.00026000000003, -95.59974, -620.1993, -0.9992999999999483)
[[0.238802, 0.618056, 0.049479, 0.110185], [0.294531, 0.758333, 0.160938, 0.481481]]	(-296.7046308495584, -424.04567413263067, 94.99967999999996, 141.99942, -26.000580000000014, -145.00038000000006, 22.999619999999936)
